,telefono,is_intercettato
12424,+393386277603,N
12425,+393206853245,N
12426,+393891090665,N
12427,+393275665364,N
12428,+393275786000,N
12429,+393920737236,N
12430,+393886289382,N
12431,+393894205662,N
12432,+393884529775,N
12433,+393485740120,N
12434,+393465399733,N
12435,+393283766761,N
12436,+393288955866,N
12437,+393286243055,N
12438,+393396300560,N
12439,+393280448365,N
12440,+393388139137,N
12441,+393493656427,N
12442,+393291530994,N
12443,+393279942176,N
12444,+393881459950,N
12445,+393470329704,N
12446,+393287556694,N
12447,+393277344555,N
12448,+393338821430,N
12449,+393887876624,N
12450,+3935330040778,N
12451,+393247750570,N
12452,+393209331564,N
12453,+393274485150,N
12454,+393482627646,N
12455,+393897882452,N
12456,+393291858489,N
12457,+393206460253,N
12458,+393200633016,N
12459,+393885747453,N
12460,+393286672503,N
12461,+393911399719,N
12462,+393318886289,N
12463,+393292075248,N
12464,+393209411078,N
12465,+393292072037,N
12466,+3932817265+,N
12467,+393287405389,N
12468,+393280561559,N
12469,+393897680075,N
12470,+393484535000,N
12471,+393891852802,N
12472,+393395751878,N
12473,+393892521509,N
12474,+393277528020,N
12475,+393891575228,N
12476,+393663668080,N
12477,+393803198506,N
12478,+393288633050,N
12479,+393208679967,N
12480,+393201663744,N
12481,+393274428115,N
12482,+393899664447,N
12483,+393339605976,N
12484,+393271545457,N
12485,+393318527282,N
12486,+393890677997,N
12487,+393473468815,N
12488,+393924834981,N
12489,+393737476058,N
12490,+393889029484,N
12491,+393807899969,N
12492,+393898854808,N
12493,+393898867278,N
12494,+393897669631,N
12495,+393209540262,N
12496,+393381508335,N
12497,+393922414819,N
12498,+393278183905,N
12499,+393471675929,N
12500,+393287943914,N
12501,+393802813910,N
12502,+393474708633,N
12503,+393384632799,N
12504,+393470330422,N
12505,+393931874885,N
12506,+393274430242,N
12507,+393287435345,N
12508,+393293016291,N
12509,+393891469299,N
12510,+393490961444,N
12511,+3932936728+,N
12512,+393347373720,N
12513,+393891382587,N
12514,+393331152017,N
12515,+393314490004,N
12516,+393298599977,N
12517,+393733336093,N
12518,+393939767224,N
12519,+393496112484,N
12520,+393202362613,N
12521,+393887209651,N
12522,+393313106945,N
12523,+393273473536,N
12524,+393270616653,N
12525,+393205766168,N
12526,+393271879081,N
12527,+393393343906,N
12528,+393925963811,N
12529,+393394640732,N
12530,+393474789555,N
12531,+393249030064,N
12532,+393899998660,N
12533,+393201611361,N
12534,+393248992136,N
12535,+393929860886,N
12536,+393288152981,N
12537,+393807924705,N
12538,+393892904770,N
12539,+393355737663,N
12540,+393476413407,N
12541,+393476762671,N
12542,+393276552880,N
12543,+393921552406,N
12544,+393926366548,N
12545,+393284879116,N
12546,+393248723158,N
12547,+393479283127,N
12548,+393664110458,N
12549,+393664217141,N
12550,+393466459504,N
12551,+393884450695,N
12552,+393398498384,N
12553,+393393883340,N
12554,+393498135304,N
12555,+393203550770,N
12556,+393420636577,N
12557,+393802940023,N
12558,+393889272356,N
12559,+393200644239,N
12560,+393271292552,N
12561,+393248943024,N
12562,+393803652577,N
12563,+393298385137,N
12564,+393806851448,N
12565,+393283645753,N
12566,+393802813131,N
12567,+393510832435,N
12568,+393283645631,N
12569,+393883465811,N
12570,+393294739642,N
12571,+393396317069,N
12572,+393297320435,N
12573,+39353300407771,N
12574,+393205584897,N
12575,+393284686498,N
12576,+393894270376,N
12577,+393914595505,N
12578,+393425563495,N
12579,+393272886903,N
12580,+393274950437,N
12581,+393209743155,N
12582,+393511770774,N
12583,+393275936598,N
12584,+393275375973,N
12585,+393202244172,N
12586,+393401600020,N
12587,+393936123474,N
12588,+393471236780,N
12589,+393342865575,N
12590,+393884089420,N
12591,+393288124240,N
12592,+393884421417,N
12593,+393249545943,N
12594,+393287383087,N
12595,+393279024817,N
12596,+393888862766,N
12597,+393294452894,N
12598,+393891855685,N
12599,+393204021895,N
12600,+393339870540,N
12601,+393208261770,N
12602,+393896496635,N
12603,+491779735469,N
12604,+393884755362,N
12605,+393927022339,N
12606,+393271783696,N
12607,+393289152030,N
12608,+393889537894,N
12609,+393208624304,N
12610,+393206465186,N
12611,+393896431451,N
12612,+393423347067,N
12613,+393355333479,N
12614,+393299454578,N
12615,+393294988023,N
12616,+393920791249,N
12617,+393293399091,N
12618,+393279298136,N
12619,+393394571353,N
12620,+393270867361,N
12621,+393339042522,N
12622,+393272837120,N
12623,+393899921927,N
12624,+393510879772,N
12625,+393334735716,N
12626,+393280125544,N
12627,+393459429833,N
12628,+393248052115,N
12629,+393921630157,N
12630,+393939737770,N
12631,+393801556817,N
12632,+393206031612,N
12633,+393273774644,N
12634,+393282048799,N
12635,+393279273196,N
12636,+393298585061,N
12637,+393284110321,N
12638,+393802124105,N
12639,+393804332002,N
12640,+393387707632,N
12641,+393511452029,N
12642,+393277880519,N
12643,+393890447724,N
12644,+393356989181,N
12645,+393896459898,N
12646,+393884223086,N
12647,+393890123066,N
12648,+393801763332,N
12649,+393273376698,N
12650,+34672578186,N
12651,+393393265867,N
12652,+393273069422,N
12653,+393208336959,N
12654,+393278733205,N
12655,+393203537621,N
12656,+393897938161,N
12657,+393398981217,N
12658,+393899982907,N
12659,+393925034212,N
12660,+393923220013,N
12661,+393928587040,N
12662,+393208373277,N
12663,+393474778391,N
12664,+393276533180,N
12665,+393207126676,N
12666,+393270014150,N
12667,+393276279282,N
12668,+393890913920,N
12669,+393287191156,N
12670,+393288252224,N
12671,+393931784894,N
12672,+393200148135,N
12673,+393387736848,N
12674,+393889754252,N
12675,+393240980505,N
12676,+393483262293,N
12677,+393884571414,N
12678,+393472624563,N
12679,+393894838254,N
12680,+393289132434,N
12681,+393294940955,N
12682,+393470783204,N
12683,+393279148061,N
12684,+393282612487,N
12685,+393387831877,N
12686,+393200573334,N
12687,+393356461452,N
12688,+393899999615,N
12689,+393884066478,N
12690,+393887287541,N
12691,+393297118539,N
12692,+393204672760,N
12693,+393892314645,N
12694,+393207940013,N
12695,+393299778950,N
12696,+393281811162,N
12697,+393273008381,N
12698,+393472706334,N
12699,+393282334708,N
12700,+393881064545,N
12701,+393273425010,N
12702,+393401605770,N
12703,+393881153175,N
12704,+393273396370,N
12705,+393290646678,N
12706,+393898803682,N
12707,+393202226190,N
12708,+393341841218,N
12709,+393245833399,N
12710,+393407404120,N
12711,+393899861953,N
12712,+393806567110,N
12713,+393204021622,N
12714,+393473639830,N
12715,+393893191648,N
12716,+393922826739,N
12717,+393425337009,N
12718,+393273917834,N
12719,+393248973279,N
12720,+393292354056,N
12721,+393288410193,N
12722,+393807822601,N
12723,+393895511008,N
12724,+393462181823,N
12725,+393895327814,N
12726,+393511887298,N
12727,+393805822955,N
12728,+393272177151,N
12729,+393209374161,N
12730,+393402695904,N
12731,+393884730865,N
12732,+393246878768,N
12733,+393278526659,N
12734,+393895206281,N
12735,+393332888714,N
12736,+393896376356,N
12737,+393894222041,N
12738,+393891075137,N
12739,+393923735897,N
12740,+393488130420,N
12741,+393284905520,N
12742,+393895012339,N
12743,+393881072962,N
12744,+393667014234,N
12745,+393809018840,N
12746,+393296178573,N
12747,+393293426102,N
12748,+393808946492,N
12749,+393335302412,N
12750,+393895272865,N
12751,+393458874081,N
12752,+393922595959,N
12753,+393663448109,N
12754,+393287539935,N
12755,+393737617047,N
12756,+393285638814,N
12757,+393271833622,N
12758,+393737500976,N
12759,+393274086853,N
12760,+3935109215+,N
12761,+393289038475,N
12762,+393274424032,N
12763,+393284072775,N
12764,+393461038533,N
12765,+393276173746,N
12766,+393881982402,N
12767,+393275765102,N
12768,+393338971255,N
12769,+393207560232,N
12770,+393494556402,N
12771,+393294907169,N
12772,+393278792469,N
12773,+34617020760,N
12774,+393277107432,N
12775,+393291609990,N
12776,+393801944486,N
12777,+393807864055,N
12778,+393896367792,N
12779,+393285320692,N
12780,+34666266397,N
12781,+393806457440,N
12782,+393281636234,N
12783,+393737596135,N
12784,+393922084342,N
12785,+393288016357,N
12786,+393299737578,N
12787,+393337223326,N
12788,+393493429426,N
12789,+393468358443,N
12790,+393881505270,N
12791,+393898846019,N
12792,+393200879484,N
12793,+393469848443,N
12794,+393284037590,N
12795,+393896684532,N
12796,+393888851280,N
12797,+393476013228,N
12798,+393292642392,N
12799,+393922674527,N
12800,+393899428888,N
12801,+393278163580,N
12802,+393287735109,N
12803,+393270352018,N
12804,+393425387292,N
12805,+393204882424,N
12806,+393884739711,N
12807,+393204225968,N
12808,+393894459050,N
12809,+393807968708,N
12810,+393458222302,N
12811,+393280830959,N
12812,+393282666601,N
12813,+393290165393,N
12814,+393290245225,N
12815,+393884840415,N
12816,+393883729099,N
12817,+393274511503,N
12818,+393206432069,N
12819,+393270021930,N
12820,+393533508335,N
12821,+393396924980,N
12822,+393285493936,N
12823,+393277022578,N
12824,+393441054490,N
12825,+393278105676,N
12826,+393891223071,N
12827,+393298558435,N
12828,+393887310808,N
12829,+393733422659,N
12830,+393884425866,N
12831,+393276267460,N
12832,+393477443010,N
12833,+393339545449,N
12834,+393895845889,N
12835,+393895397233,N
12836,+393287307482,N
12837,+393299392472,N
12838,+393283205247,N
12839,+393806542056,N
12840,+393282058151,N
12841,+393914707530,N
12842,+393804923395,N
12843,+393284504256,N
12844,+393883516108,N
12845,+393249081942,N
12846,+393396250243,N
12847,+393356303872,N
12848,+393209761348,N
12849,+393888666028,N
12850,+393277735720,N
12851,+393291442598,N
12852,+393274961973,N
12853,+393273363584,N
12854,+393331339737,N
12855,+393299332573,N
12856,+393278860849,N
12857,+393317982713,N
12858,+393891697608,N
12859,+393200131310,N
12860,+393294737268,N
12861,+393299880898,N
12862,+393292770728,N
12863,+34642226388,N
12864,+393891943278,N
12865,+393200112136,N
12866,+393286432984,N
12867,+393290499008,N
12868,+393270790992,N
12869,+393807971582,N
12870,+393249099273,N
12871,+393204810399,N
12872,+393282559650,N
12873,+393248337293,N
12874,+393291633425,N
12875,+393485359978,N
12876,+393278409229,N
12877,+393885615634,N
12878,+393895465622,N
12879,+393472611254,N
12880,+393270294827,N
12881,+393273191174,N
12882,+393245627904,N
12883,+393888898509,N
12884,+393277182865,N
12885,+393388884106,N
12886,+393890625432,N
12887,+393881536298,N
12888,+393801910424,N
12889,+393384979302,N
12890,+393287438815,N
12891,+393274703571,N
12892,+393293324446,N
12893,+393295989319,N
12894,+393661739679,N
12895,+393886382891,N
12896,+393911036286,N
12897,+393898573361,N
12898,+393206203468,N
12899,+393493229413,N
12900,+393801896536,N
12901,+393894267575,N
12902,+393887342350,N
12903,+393801237967,N
12904,+393280889501,N
12905,+393245931098,N
12906,+393289255722,N
12907,+393884069278,N
12908,+393421975497,N
12909,+393290785046,N
12910,+393388863360,N
12911,+393662831970,N
12912,+393203199663,N
12913,+393271109273,N
12914,+393296962182,N
12915,+393276148734,N
12916,+393246052683,N
12917,+393888158888,N
12918,+393895739610,N
12919,+393703222468,N
12920,+393931677007,N
12921,+393284465881,N
12922,+393288278770,N
12923,+34642584953,N
12924,+393201630932,N
12925,+393881940702,N
12926,+393275905852,N
12927,+393932772772,N
12928,+393894685408,N
12929,+393892437593,N
12930,+393472101894,N
12931,+393293063348,N
12932,+393248097992,N
12933,+393357238810,N
12934,+393286112079,N
12935,+393282881214,N
12936,+393298432310,N
12937,+393406660587,N
12938,+393271047770,N
12939,+393404772807,N
12940,+393895530210,N
12941,+393204427158,N
12942,+393291607850,N
12943,+393402214627,N
12944,+393803606354,N
12945,+393382721310,N
12946,+393284264819,N
12947,+393298459343,N
12948,+393208353356,N
12949,+393493530241,N
12950,+393401893844,N
12951,+393284807854,N
12952,+393733017036,N
12953,+393898962558,N
12954,+393497236919,N
12955,+393201614459,N
12956,+393894689434,N
12957,+393347909885,N
12958,+393713601218,N
12959,+393349003278,N
12960,+393204896447,N
12961,+393397225520,N
12962,+393401802249,N
12963,+393498058240,N
12964,+393888749206,N
12965,+393803863248,N
12966,+39330278360,N
12967,+393881418849,N
12968,+393385613037,N
12969,+393882534510,N
12970,+393274571482,N
12971,+393891562119,N
12972,+393273938942,N
12973,+393208789671,N
12974,+393201882770,N
12975,+393200779317,N
12976,+393283086483,N
12977,+393247742733,N
12978,+393272684221,N
12979,+393295455172,N
12980,+393510979666,N
12981,+393288239220,N
12982,+393886453709,N
12983,+393804999305,N
12984,+393801968102,N
12985,+3934031106+,N
12986,+393884958669,N
12987,+393896568463,N
12988,+393280375337,N
12989,+393801876864,N
12990,+393288829263,N
12991,+393204845753,N
12992,+393208283828,N
12993,+393291578576,N
12994,+393277992004,N
12995,+393282288780,N
12996,+393293243277,N
12997,+393273618216,N
12998,+393209608394,N
12999,+393272026506,N
13000,+393200476287,N
13001,+393889569110,N
13002,+393917360092,N
13003,+393277775921,N
13004,+393469621290,N
13005,+393313636781,N
13006,+393890511681,N
13007,+393460552174,N
13008,+393287837164,N
13009,+393887969312,N
13010,+393395659211,N
13011,+393358387219,N
13012,+393890941154,N
13013,+393205582166,N
13014,+393471446890,N
13015,+393898999247,N
13016,+393899461027,N
13017,+393293766662,N
13018,+393284037747,N
13019,+393883504366,N
13020,+393914528169,N
13021,+393206732565,N
13022,+393205635805,N
13023,+393356813087,N
13024,+393888311461,N
13025,+393890091519,N
13026,+393334267744,N
13027,+393898522754,N
13028,+393291694613,N
13029,+393492301375,N
13030,+393510584110,N
13031,+393288189390,N
13032,+393299837448,N
13033,+393284463413,N
13034,+393881992674,N
13035,+393457102056,N
13036,+393801275736,N
13037,+393200116359,N
13038,+393388054332,N
13039,+393273870162,N
13040,+393288472681,N
13041,+393802820841,N
13042,+393295966530,N
13043,+393890649972,N
13044,+393889764472,N
13045,+393893132269,N
13046,+393295663289,N
13047,+393203861466,N
13048,+393275644478,N
13049,+393209314904,N
13050,+393356628843,N
13051,+393270413383,N
13052,+393407301493,N
13053,+393455866598,N
13054,+393206613909,N
13055,+393249843110,N
13056,+393284090408,N
13057,+393890082188,N
13058,+393273773492,N
13059,+393886936407,N
13060,+393290836961,N
13061,+393294790945,N
13062,+393884266830,N
13063,+393287392825,N
13064,+393807571063,N
13065,+393283256036,N
13066,+393442572775,N
13067,+393888155541,N
13068,+393889585945,N
13069,+393338173255,N
13070,+393284298275,N
13071,+393802175539,N
13072,+393285811396,N
13073,+393274233510,N
13074,+393382612772,N
13075,+393883047598,N
13076,+393890079579,N
13077,+393804636513,N
13078,+393207175060,N
13079,+34642890684,N
13080,+393472617919,N
13081,+393343509118,N
13082,+393772031092,N
13083,+393287132838,N
13084,+393312072894,N
13085,+393894534158,N
13086,+393294734511,N
13087,+393894595628,N
13088,+393295320147,N
13089,+393276321175,N
13090,+393776743426,N
13091,+393666843103,N
13092,+393286203058,N
13093,+393297186752,N
13094,+393284698548,N
13095,+393208521112,N
13096,+393890452949,N
13097,+393206330824,N
13098,+393887719943,N
13099,+393489117424,N
13100,+393885830043,N
13101,+393482889046,N
13102,+393896898920,N
13103,+393420831138,N
13104,+393386954805,N
13105,+393881169946,N
13106,+393287770480,N
13107,+393897937701,N
13108,+393284346009,N
13109,+393288885709,N
13110,+393511441086,N
13111,+393894617537,N
13112,+393921++79,N
13113,+393292327393,N
13114,+393801557294,N
13115,+393890941740,N
13116,+393884870148,N
13117,+393385007772,N
13118,+393332822837,N
13119,+393662625050,N
13120,+393806541656,N
13121,+393926084186,N
13122,+393293783994,N
13123,+393426421938,N
13124,+393923011953,N
13125,+393285422542,N
13126,+393899345751,N
13127,+393246809619,N
13128,+393807959677,N
13129,+393733352657,N
13130,+393511330424,N
13131,+393884814241,N
13132,+393275636174,N
13133,+393271837625,N
13134,+393497218738,N
13135,+393383350941,N
13136,+393297039665,N
13137,+393477321601,N
13138,+393295407058,N
13139,+393737529450,N
13140,+393284486719,N
13141,+393272989072,N
13142,+393801045319,N
13143,+393891553859,N
13144,+393703150237,N
13145,+393291234728,N
13146,+393203031418,N
13147,+393888238106,N
13148,+393276570591,N
13149,+393293995250,N
13150,+393341210415,N
13151,+393207930328,N
13152,+393881756125,N
13153,+393894678289,N
13154,+393383042706,N
13155,+393333529229,N
13156,+393297760135,N
13157,+393802625480,N
13158,+393283870638,N
13159,+393287720436,N
13160,+393382392977,N
13161,+393205792241,N
13162,+393279917511,N
13163,+393209678885,N
13164,+393209432331,N
13165,+393287014994,N
13166,+393313232248,N
13167,+393885696528,N
13168,+393913678030,N
13169,+393479056311,N
13170,+393276336022,N
13171,+393927434365,N
13172,+393296317237,N
13173,+393248004884,N
13174,+393294887854,N
13175,+393288016856,N
13176,+393885754985,N
13177,+393895725504,N
13178,+393286862745,N
13179,+393279528331,N
13180,+393894885232,N
13181,+393427661434,N
13182,+393421685603,N
13183,+393408211225,N
13184,+393247798714,N
13185,+393248272230,N
13186,+393209722013,N
13187,+393296458508,N
13188,+393892045792,N
13189,+393892472649,N
13190,+393926240418,N
13191,+393510028080,N
13192,+393206073059,N
13193,+393898842142,N
13194,+393895828445,N
13195,+393280656892,N
13196,+393893123367,N
13197,+393880795323,N
13198,+393384644168,N
13199,+393347070457,N
13200,+393803748448,N
13201,+393492399150,N
13202,+393292528286,N
13203,+393405397598,N
13204,+393661195992,N
13205,+393533210672,N
13206,+393892608543,N
13207,+393275695604,N
13208,+393396458042,N
13209,+393452340716,N
13210,+393922819849,N
13211,+393289050422,N
13212,+393804341166,N
13213,+393314504343,N
13214,+393921882430,N
13215,+393803737540,N
13216,+393883513384,N
13217,+393283732106,N
13218,+393881752515,N
13219,+393270453429,N
13220,+393882512972,N
13221,+393273380790,N
13222,+393892433379,N
13223,+393389691917,N
13224,+393343421098,N
13225,+393204121278,N
13226,+393881112433,N
13227,+393202190383,N
13228,+393401163191,N
13229,+393393171718,N
13230,+393898388540,N
13231,+393893478793,N
13232,+393887564803,N
13233,+393270979076,N
13234,+3932489395+,N
13235,+393510194695,N
13236,+393883562516,N
13237,+393291823746,N
13238,+393281741660,N
13239,+393894904805,N
13240,+393209211008,N
13241,+393299755201,N
13242,+393476715854,N
13243,+393470192617,N
13244,+393396256610,N
13245,+393273867233,N
13246,+393466702040,N
13247,+393277828989,N
13248,+393735285418,N
13249,+393924569626,N
13250,+393778258375,N
13251,+393249970134,N
13252,+393458300025,N
13253,+393510227778,N
13254,+393208667895,N
13255,+393209533913,N
13256,+393409255473,N
13257,+393883505529,N
13258,+393355715395,N
13259,+393200759323,N
13260,+393801291970,N
13261,+393277905953,N
13262,+393294728632,N
13263,+393332444921,N
13264,+393891377144,N
13265,+393297559437,N
13266,+393205766743,N
13267,+393318461331,N
13268,+393279878299,N
13269,+393777732537,N
13270,+393247432064,N
13271,+393894688732,N
13272,+393278588965,N
13273,+3933177623+,N
13274,+393277756567,N
13275,+393474536498,N
13276,+393201115455,N
13277,+393203130924,N
13278,+393808969563,N
13279,+393282126955,N
13280,+393402937916,N
13281,+393240766713,N
13282,+393737705526,N
13283,+393280817212,N
13284,+393273585683,N
13285,+393490648975,N
13286,+393891056710,N
13287,+3938842124+,N
13288,+393393918184,N
13289,+393292515311,N
13290,+393917925245,N
13291,+393881642848,N
13292,+393466876573,N
13293,+393801265670,N
13294,+393888956931,N
13295,+393273474214,N
13296,+393806545545,N
13297,+393489592983,N
13298,+393287876590,N
13299,+393462139197,N
13300,+393440419550,N
13301,+393206474006,N
13302,+393394351234,N
13303,+393891148489,N
13304,+393284028003,N
13305,+393894554796,N
13306,+393270849918,N
13307,+393391579839,N
13308,+393808916477,N
13309,+393247988395,N
13310,+393296392149,N
13311,+393208846233,N
13312,+393382265057,N
13313,+393884669166,N
13314,+34642900749,N
13315,+393463087338,N
13316,+393277389478,N
13317,+393889925801,N
13318,+393318952467,N
13319,+393287737015,N
13320,+393396382990,N
13321,+393457083392,N
13322,+393665254416,N
13323,+393336441954,N
13324,+393391251950,N
13325,+393204204281,N
13326,+393914184919,N
13327,+393804668270,N
13328,+393206368201,N
13329,+393395978784,N
13330,+393899894263,N
13331,+393809070936,N
13332,+3934809463+,N
13333,+393451697280,N
13334,+39335467464,N
13335,+393533569568,N
13336,+393890653985,N
13337,+393895631459,N
13338,+393388858287,N
13339,+393281158343,N
13340,+393297272093,N
13341,+393471754680,N
13342,+393292466098,N
13343,+393291114278,N
13344,+393209671005,N
13345,+393398278762,N
13346,+393279223946,N
13347,+393891724535,N
13348,+393883789615,N
13349,+393295447348,N
13350,+393899376073,N
13351,+393925028311,N
13352,+393333446629,N
13353,+393510875895,N
13354,+393205307137,N
13355,+393899098586,N
13356,+393661293113,N
13357,+393206330480,N
13358,+393882570224,N
13359,+393281567010,N
13360,+393899823631,N
13361,+393201424299,N
13362,+393899116299,N
13363,+393389874530,N
13364,+393275435529,N
13365,+3936612935+,N
13366,+393477696753,N
13367,+393296585592,N
13368,+393474807979,N
13369,+393890467043,N
13370,+393664696555,N
13371,+393896381664,N
13372,+393382261026,N
13373,+393387281596,N
13374,+393291987554,N
13375,+393288541635,N
13376,+393891464729,N
13377,+393899454213,N
13378,+393245534041,N
13379,+393208756338,N
13380,+393275872928,N
13381,+393240569277,N
13382,+393292445910,N
13383,+393802044246,N
13384,+393925043766,N
13385,+393477885832,N
13386,+393284373130,N
13387,+393200337152,N
13388,+393339254919,N
13389,+393284335066,N
13390,+393279829843,N
13391,+393890496501,N
13392,+393274386325,N
13393,+393288132884,N
13394,+393801018209,N
13395,+393282898614,N
13396,+393895846550,N
13397,+393891016201,N
13398,+393343035390,N
13399,+393278223305,N
13400,+393662350693,N
13401,+393279546689,N
13402,+393209265279,N
13403,+393278379907,N
13404,+393245545810,N
13405,+393887542352,N
13406,+393206963905,N
13407,+393474250802,N
13408,+393278669297,N
13409,+393209214114,N
13410,+393807903228,N
13411,+393808698901,N
13412,+393389422622,N
13413,+393204031101,N
13414,+393286842615,N
13415,+393275466046,N
13416,+393396797974,N
13417,+393291368146,N
13418,+393939442093,N
13419,+393277460560,N
13420,+393206158981,N
13421,+393290162616,N
13422,+393292099396,N
13423,+393880760032,N
13424,+393200899638,N
13425,+393807493712,N
13426,+393477586537,N
13427,+393455790846,N
13428,+393271303468,N
13429,+393896921193,N
13430,+393297914064,N
13431,+393475793469,N
13432,+393277121361,N
13433,+393200560233,N
13434,+393934678652,N
13435,+393271997813,N
13436,+393381913202,N
13437,+393896638732,N
13438,+393207444535,N
13439,+393389600815,N
13440,+393205330522,N
13441,+393293257087,N
13442,+3938982377+,N
13443,+393286755496,N
13444,+393881435579,N
13445,+393511259996,N
13446,+393895863720,N
13447,+393284734816,N
13448,+393737126212,N
13449,+393938276367,N
13450,+393293311480,N
13451,+393899195165,N
13452,+393294934158,N
13453,+393272066095,N
13454,+393896098665,N
13455,+393273778026,N
13456,+393209738912,N
13457,+393483864887,N
13458,+393318917375,N
13459,+393293275770,N
13460,+393202979572,N
13461,+393277476794,N
13462,+393462285806,N
13463,+393246630756,N
13464,+393282217104,N
13465,+393240565344,N
13466,+393498645911,N
13467,+393204961475,N
13468,+393284765182,N
13469,+393247932675,N
13470,+393890128168,N
13471,+393462866368,N
13472,+393205709765,N
13473,+393809013679,N
13474,+393287326213,N
13475,+393283639517,N
13476,+393891605554,N
13477,+393202247664,N
13478,+393273909915,N
13479,+393805832794,N
13480,+393801811893,N
13481,+393279875683,N
13482,+393286164387,N
13483,+393393788897,N
13484,+393284780073,N
13485,+393510580039,N
13486,+393274113543,N
13487,+393397253155,N
13488,+393889231746,N
13489,+393807578348,N
13490,+393286904383,N
13491,+393923808402,N
13492,+393280456067,N
13493,+393293719313,N
13494,+393356717261,N
13495,+393249864298,N
13496,+393201490935,N
13497,+393494382499,N
13498,+393276566061,N
13499,+393802826685,N
13500,+34642928732,N
13501,+393207698587,N
13502,+393891366114,N
13503,+393383738848,N
13504,+393896838172,N
13505,+393920429009,N
13506,+393274175956,N
13507,+393661892734,N
13508,+3932487535+,N
13509,+393276789979,N
13510,+393298246334,N
13511,+393887371136,N
13512,+393899214849,N
13513,+393803420263,N
13514,+393284739828,N
13515,+393421954255,N
13516,+393206244431,N
13517,+393339644640,N
13518,+393485956374,N
13519,+393293767520,N
13520,+393899338974,N
13521,+393911729743,N
13522,+393881443529,N
13523,+393336384214,N
13524,+393881961478,N
13525,+393281952149,N
13526,+393896911886,N
13527,+393294487177,N
13528,+393807628501,N
13529,+393381030222,N
13530,+393388288708,N
13531,+393927467069,N
13532,+393270680365,N
13533,+393898428535,N
13534,+393290114918,N
13535,+393291571041,N
13536,+393802405359,N
13537,+393394174952,N
13538,+393510575513,N
13539,+393899440533,N
13540,+393292266270,N
13541,+393284337623,N
13542,+393294889787,N
13543,+393392432639,N
13544,+393208018534,N
13545,+393270010424,N
13546,+393338260192,N
13547,+393281714071,N
13548,+393207152310,N
13549,+393203945467,N
13550,+393896571150,N
13551,+393661119426,N
13552,+393272365158,N
13553,+393290053361,N
13554,+393807406380,N
13555,+393284441138,N
13556,+393894720315,N
13557,+393887549220,N
13558,+393899123680,N
13559,+393201483753,N
13560,+34685587310,N
13561,+393288834642,N
13562,+393283680958,N
13563,+393895196896,N
13564,+393886219604,N
13565,+393293789372,N
13566,+393293863592,N
13567,+393299377404,N
13568,+393407328657,N
13569,+393738847092,N
13570,+393287348743,N
13571,+393338287001,N
13572,+393318579861,N
13573,+393477877301,N
13574,+393405516005,N
13575,+393272818224,N
13576,+393351416668,N
13577,+393298580486,N
13578,+393733016443,N
13579,+393281576583,N
13580,+393661157857,N
13581,+393270584007,N
13582,+393286289822,N
13583,+393888640769,N
13584,+393286362783,N
13585,+393801764139,N
13586,+393703044191,N
13587,+393287752138,N
13588,+393336834315,N
13589,+393209124725,N
13590,+393512865198,N
13591,+393663893844,N
13592,+393467462402,N
13593,+393881886455,N
13594,+393285568691,N
13595,+34642483142,N
13596,+393881260926,N
13597,+393807875972,N
13598,+393896531964,N
13599,+393881054783,N
13600,+393206219788,N
13601,+393273340110,N
13602,+393929569964,N
13603,+393889567736,N
13604,+393270398044,N
13605,+393804750106,N
13606,+393895190667,N
13607,+393287109224,N
13608,+393806547815,N
13609,+393806825128,N
13610,+393804936098,N
13611,+393894993205,N
13612,+393911888337,N
13613,+393453071765,N
13614,+393459736207,N
13615,+393801315477,N
13616,+393809046262,N
13617,+393292347755,N
13618,+393389741913,N
13619,+393892603454,N
13620,+393292389025,N
13621,+393278855179,N
13622,+393283747078,N
13623,+393294015759,N
13624,+393247737213,N
13625,+393889262956,N
13626,+393246632550,N
13627,+393711382524,N
13628,+393206730605,N
13629,+393409128235,N
13630,+393383023518,N
13631,+393899305480,N
13632,+393206869340,N
13633,+393288815556,N
13634,+393202198022,N
13635,+393425839279,N
13636,+393802355280,N
13637,+393280598420,N
13638,+393932294708,N
13639,+393205550979,N
13640,+393291877059,N
13641,+393478821537,N
13642,+393295792598,N
13643,+393275729802,N
13644,+393466004951,N
13645,+393282337409,N
13646,+393892658496,N
13647,+393334846455,N
13648,+393291987282,N
13649,+393284576045,N
13650,+393889771537,N
13651,+393669823920,N
13652,+393283085682,N
13653,+393278177657,N
13654,+393281053914,N
13655,+393279791252,N
13656,+393273927976,N
13657,+393278299142,N
13658,+393345922584,N
13659,+393208874517,N
13660,+393281038094,N
13661,+393319987362,N
13662,+393711126514,N
13663,+393355808393,N
13664,+393807429254,N
13665,+393274068362,N
13666,+393888681630,N
13667,+393888390921,N
13668,+393939719154,N
13669,+393404110523,N
13670,+393803473607,N
13671,+393296488652,N
13672,+393888809384,N
13673,+393287273359,N
13674,+393288431007,N
13675,+393929543734,N
13676,+393897995261,N
13677,+393203235384,N
13678,+393888381455,N
13679,+393884068416,N
13680,+393895863692,N
13681,+393888755042,N
13682,+393396931139,N
13683,+393899183044,N
13684,+393475482317,N
13685,+393888745591,N
13686,+34642233141,N
13687,+393298748264,N
13688,+393883614319,N
13689,+393313908803,N
13690,+393914629671,N
13691,+3938013477+,N
13692,+393205640020,N
13693,+393484045184,N
